337, 0
338, 0
339, 1
340, 1
341, -1
342, -1
343, -1
344, 1
345, 1
346, 1
347, -1
348, -1
349, 0
350, 0
351, 0
352, 0
353, 1
354, 1
355, 1
356, 1
357, 1
358, -1
359, -1
360, 0
361, 0
362, 0
363, 0
364, 0
365, 0
366, 1
367, 0
368, 0
369, 0
370, 0
371, 1
372, 0
373, 0
374, 0
375, 0
376, 0
377, -1
378, -1
379, 0
380, 0
381, 0
382, -1
383, 0
384, 0
385, 0
386, 0
387, 0
388, 0
389, 0
390, 0
391, 0
392, 0
393, 0
394, 0
395, 0
396, 0
397, 0
398, 0
399, 0
400, 0
401, 0
402, 0
403, 0
404, 0
405, 0
406, 0
407, 0
408, 0
409, 0
410, 0
411, 0
412, 0
413, 0
414, 1
415, -1
416, 0
417, 0
418, 0
419, 0
420, 0
421, 0
422, 0
423, 0
424, 0
425, 1
426, 0
427, 0
428, 0
429, 0
430, 0
431, 0
432, -1
433, -1
434, 0
435, 0
436, -1
437, 0
438, 1
439, 1
440, -1
441, -1
442, -1
443, 1
444, 1
445, 1
446, -1
447, -1
448, 0
449, 0
450, 0
451, 0
452, 0
453, 0
454, 1
455, 1
456, 1
457, -1
458, -1
459, 0
460, 1
461, -1
462, 0
463, 0
464, 0
465, 1
466, 1
467, 1
468, -1
469, -1
470, 0
471, 1
472, -1
473, 0
474, 0
475, 0
476, 0
477, 0
478, 0
479, 0
480, 1
481, -1
482, -1
483, -1
484, 0
485, 0
486, 0
487, 0
488, 0
489, 0
490, 1
491, -1
492, 1
493, 0
494, -1
495, 0
496, 0
497, 0
498, 0
499, 0
500, 0
501, 1
502, 0
503, 1
504, -1
505, 0
506, 0
507, 0
508, 0
509, 0
510, 0
511, 0
512, 1
513, 1
514, -1
515, 0
516, 0
517, 0
518, 0
519, 0
520, 0
521, 0
522, 0
523, 1
524, -1
525, -1
526, 0
527, 0
528, 0
529, 0
530, 0
531, 0
532, 0
533, 0
534, 1
535, -1
536, 0
537, 1
538, 1
539, -1
540, -1
541, -1
542, 1
543, 1
544, 1
545, -1
546, -1
547, 0
548, 0
549, 0
550, -1
551, 0
552, 0
553, 1
554, 0
555, 0
556, 0
557, 0
558, 0
559, 0
560, 1
561, -1
562, -1
563, 0
564, 0
565, 0
566, 0
567, 0
568, 0
569, 0
570, 1
571, 1
572, 1
573, -1
574, -1
575, 1
576, 1
577, -1
578, -1
579, 0
580, 0
581, 1
582, -1
583, -1
584, -1
585, -1
586, 0
587, 1
588, 1
589, 1
590, -1
591, 0
592, 0
593, 0
594, 0
595, 0
596, 0
597, 0
598, 1
599, 1
600, -1
601, -1
602, 0
603, 1
604, 1
605, -1
606, -1
607, -1
608, 1
609, 1
610, 1
611, -1
612, -1
613, 0
614, 0
615, 0
616, 0
617, 0
618, 0
619, 0
620, 0
621, 0
622, 0
623, 0
624, 0
625, 0
626, 0
627, 0
628, 0
629, 0
630, 0
631, 0
632, 0
633, 0
634, 0
635, 0
636, 0
637, 0
638, 0
639, 1
640, 1
641, 0
642, 0
643, 0
644, 0
645, 0
646, 0
647, 0
648, 1
649, 1
650, -1
651, -1
652, -1
653, -1
654, 0
655, 0
656, 0
657, 0
658, 0
659, 1
660, 1
661, -1
662, -1
663, 1
664, 1
665, -1
666, -1
667, 0
668, 0
669, 0
670, 0
671, 0
672, 0
673, 0
674, 0
675, 1
676, 0
677, -1
678, 1
679, 0
680, 1
681, 1
682, -1
683, -1
684, -1
685, 1
686, 1
687, 1
688, -1
689, -1
690, -1
691, -1
692, -1
693, 0
694, 0
695, 0
696, 0
697, 0
698, 0
699, 1
700, 1
701, 0
702, -1
703, -1
704, 0
705, 0
706, 0
707, 0
708, 0
709, 0
710, 1
711, 1
712, 0
713, -1
714, -1
715, 0
716, 0
717, 0
718, 0
719, 0
720, 0
721, 1
722, 1
723, 0
724, -1
725, -1
726, 1
727, 1
728, 0
729, 0
730, 0
731, 0
732, 0
733, 1
734, 0
735, -1
736, -1
737, 1
738, 1
739, 1
740, 0
741, 0
742, 0
743, 0
744, 1
745, 0
746, -1
747, -1
748, 0
749, 1
750, 1
751, -1
752, -1
753, 0
754, 1
755, 1
756, 0
757, -1
758, -1
759, 0
760, 0
761, 0
762, 1
763, 1
764, 1
765, 1
766, 1
767, 0
768, -1
769, -1
770, 0
771, 0
772, 0
773, 1
774, -1
775, -1
776, 0
777, 1
778, 0
779, -1
780, 1
781, -1
782, -1
783, -1
